age_description,jaw_description,eyes_description,hair_description,nose_description,race_description,beard_description,gender_description,eyebrows_description,expression_description,additionalInfo_description,Attractive_og_img,Race_og_img,Memorable_og_img,Filename_og_img,AWSFile_og_img,ParticipantId,Task Data,Submitted Data,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Gender,Country Of Residence,Household Income,Race,Employment Status,Filepath_og_img,DALLE_img_filepath,DALLE_images_transformed
early 40s,Sharp triangler ,Large brown,Straight brunette ,Medium round,white,None,female,Thin light brown ,smiling,"Dimples, thin lips, big smile ",3.0,1.0,2.0,Google_1_Melanie Razo_5_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Melanie%20Razo_5_oval.jpg,29A8AE4971A3430EBE2593FB3C15A88E,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""2.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Melanie Razo_5_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Melanie%20Razo_5_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":94}","{""Data"":{""taskData"":{""age"":""early 40s"",""jaw"":""Sharp triangler "",""eyes"":""Large brown"",""hair"":""Straight brunette "",""nose"":""Medium round"",""race"":""white"",""beard"":""None"",""gender"":""female"",""eyebrows"":""Thin light brown "",""expression"":""smiling"",""additionalInfo"":""Dimples, thin lips, big smile ""}}}",23,"Associate degree (for example: AA, AS)",Female,Retail,Single,Democrat,Woman,United States,"$10,000-$19,999",White,Student,1k-MTurk-Images/Google_1_Melanie Razo_5_oval.jpg,DALLE_images/Google_1_Melanie Razo_5_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Melanie Razo_5_oval_DALLE_TRANSFORMED.jpg
early 20s,average,Small brown,mid-length wavy brown,Large tip,white,none,male,thick brown,neutral,No description provided,3.0,1.0,4.0,Google_1_Nicholas Madson_5_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Nicholas%20Madson_5_oval.jpg,7C14EE03940944739B82166CFDE027DD,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Nicholas Madson_5_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Nicholas%20Madson_5_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":112}","{""Data"":{""taskData"":{""age"":""early 20s"",""jaw"":""average"",""eyes"":""Small brown"",""hair"":""mid-length wavy brown"",""nose"":""Large tip"",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""thick brown"",""expression"":""neutral""}}}",42,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,In a relationship,Democrat,Man,United States,"$80,000-$89,999",White,Full-time,1k-MTurk-Images/Google_1_Nicholas Madson_5_oval.jpg,DALLE_images/Google_1_Nicholas Madson_5_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Nicholas Madson_5_oval_DALLE_TRANSFORMED.jpg
early to mid 40s,angular jawline,"squinting, brown","brunette, medium length (for a male)",large wide,white,"goatee, not fully grown in",male,thick dark brown eyebrows,neutral,No description provided,3.0,1.0,4.0,Google_1_Louis Tillis_19_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Louis%20Tillis_19_oval.jpg,4A33C8ED20524EDAB12D9E6D4512A95E,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Louis Tillis_19_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Louis%20Tillis_19_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":113}","{""Data"":{""taskData"":{""age"":""early to mid 40s"",""jaw"":""angular jawline"",""eyes"":""squinting, brown"",""hair"":""brunette, medium length (for a male)"",""nose"":""large wide"",""race"":""white"",""beard"":""goatee, not fully grown in"",""gender"":""male"",""eyebrows"":""thick dark brown eyebrows"",""expression"":""neutral""}}}",38,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Democrat,Woman,United States,"$125,000-$149,999",White,Full-time,1k-MTurk-Images/Google_1_Louis Tillis_19_oval.jpg,DALLE_images/Google_1_Louis Tillis_19_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Louis Tillis_19_oval_DALLE_TRANSFORMED.jpg
60s,feminine square,brown,chin length brown hair with bangs,average size,white,none,female,brown ,smiling,gold sunglasses. ,3.0,1.0,3.0,Google_1_Chad Dunleavy_15_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Chad%20Dunleavy_15_oval.jpg,BE3906B26BB84198891AE3E9257E9E9E,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Chad Dunleavy_15_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Chad%20Dunleavy_15_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":68}","{""Data"":{""taskData"":{""age"":""60s"",""jaw"":""feminine square"",""eyes"":""brown"",""hair"":""chin length brown hair with bangs"",""nose"":""average size"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""brown "",""expression"":""smiling"",""additionalInfo"":""gold sunglasses. ""}}}",33,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",Married,Prefer not to say,Woman,United States,"$200,000-$224,999",White,Full-time,1k-MTurk-Images/Google_1_Chad Dunleavy_15_oval.jpg,DALLE_images/Google_1_Chad Dunleavy_15_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Chad Dunleavy_15_oval_DALLE_TRANSFORMED.jpg
25,oval,brown,brown with a blonde streak in the front,average size nose and nostrils,white,none,male,medium,neutral,"looks tired, dark bags under eyes",3.0,1.0,4.0,Google_1_Nicholas Gallardo_1_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Nicholas%20Gallardo_1_oval.jpg,3413EED697A246E896AD0A399CDC3923,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Nicholas Gallardo_1_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Nicholas%20Gallardo_1_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":111}","{""Data"":{""taskData"":{""age"":""25"",""jaw"":""oval"",""eyes"":""brown"",""hair"":""brown with a blonde streak in the front"",""nose"":""average size nose and nostrils"",""race"":""white"",""beard"":""none"",""gender"":""male"",""eyebrows"":""medium"",""expression"":""neutral"",""additionalInfo"":""looks tired, dark bags under eyes""}}}",49,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Divorced,Republican,Woman,United States,"$70,000-$79,999",White,Full-time,1k-MTurk-Images/Google_1_Nicholas Gallardo_1_oval.jpg,DALLE_images/Google_1_Nicholas Gallardo_1_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Nicholas Gallardo_1_oval_DALLE_TRANSFORMED.jpg
around 50,square,"Brown, wrinkled","Short brown with white hair, uneven. ","Wide nose and large nostrils, somewhat flat",white,None,male,Thick Brown,smiling,Face is very round,3.0,1.0,1.0,Google_1_Alberta Gilliard_3_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Alberta%20Gilliard_3_oval.jpg,9298F85638DC4F66B5FBD1C86663255C,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""1.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Alberta Gilliard_3_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Alberta%20Gilliard_3_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":116}","{""Data"":{""taskData"":{""age"":""around 50"",""jaw"":""square"",""eyes"":""Brown, wrinkled"",""hair"":""Short brown with white hair, uneven. "",""nose"":""Wide nose and large nostrils, somewhat flat"",""race"":""white"",""beard"":""None"",""gender"":""male"",""eyebrows"":""Thick Brown"",""expression"":""smiling"",""additionalInfo"":""Face is very round""}}}",24,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Single,Independent,Woman,United States,"$50,000-$59,999",Chinese,Full-time,1k-MTurk-Images/Google_1_Alberta Gilliard_3_oval.jpg,DALLE_images/Google_1_Alberta Gilliard_3_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Alberta Gilliard_3_oval_DALLE_TRANSFORMED.jpg
mid 30s,small rounded jaw,"dark brown eye color, almond shaped eyes",short brown hair,"long bridged nose, smaller nostrils",hispanic,no facial hair,female,Thin dark brown,smiling,no additional infom,3.0,5.0,3.0,Google_1_Darlene Bourque_9_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Darlene%20Bourque_9_oval.jpg,9B2C04F2ACC849F18F4394C1C5262889,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""5.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Darlene Bourque_9_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Darlene%20Bourque_9_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":117}","{""Data"":{""taskData"":{""age"":""mid 30s"",""jaw"":""small rounded jaw"",""eyes"":""dark brown eye color, almond shaped eyes"",""hair"":""short brown hair"",""nose"":""long bridged nose, smaller nostrils"",""race"":""hispanic"",""beard"":""no facial hair"",""gender"":""female"",""eyebrows"":""Thin dark brown"",""expression"":""smiling"",""additionalInfo"":""no additional infom""}}}",28,High school graduate - high school diploma or the equivalent (for example: GED),Male,Other,In a relationship,Prefer not to say,Man,United States,"$40,000-$49,999",An ethnicity not listed here,Full-time,1k-MTurk-Images/Google_1_Darlene Bourque_9_oval.jpg,DALLE_images/Google_1_Darlene Bourque_9_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Darlene Bourque_9_oval_DALLE_TRANSFORMED.jpg
40,sharp,small,short,medium and pointed,asian,small,male,thick,smiling,No description provided,5.0,1.0,5.0,Google_1_Robert Mountain_9_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Robert%20Mountain_9_oval.jpg,82BC5320BA274919B9C2AE28E657E6BF,"{""RowData"":[{""CellData"":""5.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""5.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Robert Mountain_9_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Robert%20Mountain_9_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":118}","{""Data"":{""taskData"":{""age"":""40"",""jaw"":""sharp"",""eyes"":""small"",""hair"":""short"",""nose"":""medium and pointed"",""race"":""asian"",""beard"":""small"",""gender"":""male"",""eyebrows"":""thick"",""expression"":""smiling""}}}",19,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,Married,Democrat,Man,United States,"$70,000-$79,999",Black or African American,Full-time,1k-MTurk-Images/Google_1_Robert Mountain_9_oval.jpg,DALLE_images/Google_1_Robert Mountain_9_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Robert Mountain_9_oval_DALLE_TRANSFORMED.jpg
late 30s,round jaw line,dark brown,short brown hair with bangs,medium pointed nose,white,none,female,brown full eye brows,smiling,She was smiling and appeared happy.,4.0,1.0,3.0,Google_1_Laura Alderson_9_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Laura%20Alderson_9_oval.jpg,B5DDA814AAA24F87924B5E6ABA505559,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Laura Alderson_9_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Laura%20Alderson_9_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":43}","{""Data"":{""taskData"":{""age"":""late 30s"",""jaw"":""round jaw line"",""eyes"":""dark brown"",""hair"":""short brown hair with bangs"",""nose"":""medium pointed nose"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""brown full eye brows"",""expression"":""smiling"",""additionalInfo"":""She was smiling and appeared happy.""}}}",54,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Republican,Woman,United States,"$60,000-$69,999",White,Full-time,1k-MTurk-Images/Google_1_Laura Alderson_9_oval.jpg,DALLE_images/Google_1_Laura Alderson_9_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Laura Alderson_9_oval_DALLE_TRANSFORMED.jpg
35,no beard,pointed nose,long thick eyebrows,short wide jaws,white,in-expressive,male,"white, deep black iris",smiling,No description provided,3.0,5.0,3.0,Google_1_Lawrence House_7_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Lawrence%20House_7_oval.jpg,59486A64554C4600BF4FB7D8266CBD84,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""5.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Lawrence House_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Lawrence%20House_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":119}","{""Data"":{""taskData"":{""age"":""35"",""jaw"":""no beard"",""eyes"":""pointed nose"",""hair"":""long thick eyebrows"",""nose"":""short wide jaws"",""race"":""white"",""beard"":""in-expressive"",""gender"":""male"",""eyebrows"":""white, deep black iris"",""expression"":""smiling""}}}",26,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",In a relationship,Republican,Man,United States,"$70,000-$79,999",Black or African American,Full-time,1k-MTurk-Images/Google_1_Lawrence House_7_oval.jpg,DALLE_images/Google_1_Lawrence House_7_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Lawrence House_7_oval_DALLE_TRANSFORMED.jpg
20s,None,Brown,Black,Round,black,Smile,male,Brown,smiling,No description provided,3.0,2.0,3.0,Google_1_Antonio Amey_7_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Antonio%20Amey_7_oval.jpg,24C5D400CCFD4E969375AE304094A55C,"{""RowData"":[{""CellData"":""3.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""2.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Antonio Amey_7_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Antonio%20Amey_7_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":120}","{""Data"":{""taskData"":{""age"":""20s"",""jaw"":""None"",""eyes"":""Brown"",""hair"":""Black"",""nose"":""Round"",""race"":""black"",""beard"":""Smile"",""gender"":""male"",""eyebrows"":""Brown"",""expression"":""smiling""}}}",33,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retail,In a relationship,Democrat,Woman,United States,"Less than $10,000",White,Unemployed,1k-MTurk-Images/Google_1_Antonio Amey_7_oval.jpg,DALLE_images/Google_1_Antonio Amey_7_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Antonio Amey_7_oval_DALLE_TRANSFORMED.jpg
30,Round,Brown,"Blonde, tied back",Small,white,None,female,Brown,neutral,This woman looks like Ivanka Trump,4.0,1.0,4.0,Google_1_Donald Pink_5_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Donald%20Pink_5_oval.jpg,CC7B7B6D348F4187AB223E1077FE6E5D,"{""RowData"":[{""CellData"":""4.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""4.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Donald Pink_5_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Donald%20Pink_5_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":57}","{""Data"":{""taskData"":{""age"":""30"",""jaw"":""Round"",""eyes"":""Brown"",""hair"":""Blonde, tied back"",""nose"":""Small"",""race"":""white"",""beard"":""None"",""gender"":""female"",""eyebrows"":""Brown"",""expression"":""neutral"",""additionalInfo"":""This woman looks like Ivanka Trump""}}}",37,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,Single,Democrat,Woman,United States,"$60,000-$69,999",White,Full-time,1k-MTurk-Images/Google_1_Donald Pink_5_oval.jpg,error,error
50,square,medium,short straight,small and pointed,white,none,female,thin,smiling,No description provided,2.0,1.0,3.0,Google_1_Lynda Lachance_11_oval.jpg,https://mturk-1k-images.s3.amazonaws.com/Google_1_Lynda%20Lachance_11_oval.jpg,72625F9F71494838B04C5ED98C41347B,"{""RowData"":[{""CellData"":""2.0"",""ColumnHeader"":""Attractive"",""DataType"":"""",""Position"":0},{""CellData"":""1.0"",""ColumnHeader"":""Race"",""DataType"":"""",""Position"":1},{""CellData"":""3.0"",""ColumnHeader"":""Memorable"",""DataType"":"""",""Position"":2},{""CellData"":""Google_1_Lynda Lachance_11_oval.jpg"",""ColumnHeader"":""Filename"",""DataType"":"""",""Position"":3},{""CellData"":""https://mturk-1k-images.s3.amazonaws.com/Google_1_Lynda%20Lachance_11_oval.jpg"",""ColumnHeader"":""AWSFile"",""DataType"":"""",""Position"":4}],""Position"":65}","{""Data"":{""taskData"":{""age"":""50"",""jaw"":""square"",""eyes"":""medium"",""hair"":""short straight"",""nose"":""small and pointed"",""race"":""white"",""beard"":""none"",""gender"":""female"",""eyebrows"":""thin"",""expression"":""smiling""}}}",24,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,In a relationship,Republican,Man,United States,"$90,000-$99,999",Black or African American,Full-time,1k-MTurk-Images/Google_1_Lynda Lachance_11_oval.jpg,DALLE_images/Google_1_Lynda Lachance_11_oval_DALLE.jpg,TRANSFORMED_DALLE_images/Google_1_Lynda Lachance_11_oval_DALLE_TRANSFORMED.jpg
